site,LY.stimula,LY.inhibitor,MK.stimula,MK.inhibitor,mean.15s,mean.30s,mean.1m,mean.2m,mean.5m,mean.10m,mean.20m,mean.60m,MAPK1_motif,MTOR_motif,y.MAPK1,y.MTOR,F1,F2,F3,F4,F5
CHD1;1678;,0.516094794193564,0.493008052731901,0.49863581408278496,0.4708513701130179,0.485095660540141,0.481672105869504,0.480173937054982,0.475611356490677,0.4861628787396529,0.494306071006559,0.488474960475536,0.47901883388252503,0.816326530612245,0.7558139534883721,0,0,4,1,3,4,3
CHD1;1684;,0.532160377888761,0.518669221357549,0.55382661582669,0.478442717052036,0.48860072553862,0.48776106619883997,0.46924269942893104,0.479992031617531,0.48205878556508797,0.48974185378611995,0.49341352289065793,0.48231839484143196,0.6326530612244899,0.6744186046511629,0,0,4,4,0,4,0
CHD1;1688;,0.5040145809823571,0.46736981980654,0.55382661582669,0.478442717052036,0.47436788076023295,0.517852169749601,0.527066940685809,0.485209147199855,0.481834652981226,0.473039574161401,0.4825637945301571,0.48256201807494203,0.31632653061224497,0.47674418604651203,0,0,0,4,3,1,3
CHD1;214;,0.495907273323128,0.481652355767998,0.5107375221225711,0.488864219906269,0.471410689607704,0.488048483610373,0.507871706353057,0.5022055507810821,0.482348568184665,0.482497597854397,0.481053983177493,0.476205566293803,0.224489795918367,0.38372093023255793,0,0,1,1,0,0,1
CHD1;215;,0.495907273323128,0.481652355767998,0.5107375221225711,0.488864219906269,0.471410689607704,0.488048483610373,0.49136500290868995,0.5022055507810821,0.482348568184665,0.482497597854397,0.481053983177493,0.476205566293803,0.26530612244898005,0.41860465116279105,0,0,0,0,4,0,3
CHD1;5;,0.4062557406722629,0.523961579738684,0.432866569377867,0.472099391397764,0.369797356259095,0.443097337184407,0.48519150071493605,0.476401745306883,0.48677852362036794,0.40847790860241207,0.46607792299292894,0.47487506585323797,0.19387755102040802,0.37209302325581395,0,0,1,2,4,2,1
CHD1;1690;,0.49819337631290705,0.48308666169418296,0.490326413674015,0.490737101448076,0.47215326552896203,0.4725313145863979,0.47409181235608705,0.46936899712511504,0.469992688203164,0.500913292988707,0.48514158986222106,0.506694712204623,0.6428571428571429,0.6744186046511629,0,0,0,3,0,4,1
SIM;257;,0.46220246361876705,0.5453217625710071,0.462117967687176,0.5018531273940889,0.486816229816036,0.48793898565185395,0.479909764222731,0.47592783526802895,0.488890736111164,0.513847080036805,0.508316365511868,0.5050026658823761,0.24489795918367396,0.39534883720930203,0,0,2,1,2,2,1
SIM;668;,0.488581000422187,0.44993305570249,0.483492156498935,0.460781084640091,0.474071579777705,0.472546500051749,0.486225417731226,0.502697648758079,0.497373572710493,0.47801712375044303,0.48012139315391494,0.48515012907085603,0.7040816326530609,0.7209302325581389,0,0,3,0,2,4,1
SIM;519;,0.5134500813037871,0.49287789280594496,0.485561760520334,0.47452490028361405,0.490107836799711,0.48461241770172403,0.476800453645461,0.487987937273829,0.4849383094925229,0.492852770878251,0.502896179751569,0.499021086133173,0.31632653061224497,0.430232558139535,0,0,3,0,4,0,0
SIM;521;,0.39916888226294606,0.5211401315876211,0.39017551430953,0.469428692243884,0.482364674551956,0.47544213481541203,0.460943515511339,0.49664574867348904,0.4606959827821429,0.41675998844866996,0.40847757698197,0.40938557725612,0.28571428571428603,0.4534883720930229,0,0,2,0,4,4,4
SIM;523;,0.435407693795815,0.46777896485846504,0.43692339213222997,0.45081197627853903,0.506165521177302,0.491474371813902,0.484372380912102,0.492887401212577,0.517848217802257,0.439478893959795,0.452860929409391,0.444313592435123,0.29591836734693894,0.47674418604651203,0,0,3,4,4,1,4
